id,station_id,latitude,longitude,elevation,name,country,region,timezone
1379,KEVM0,47.4251,-92.4981,420,Eveleth / Genoa,US,MN,America/Chicago
1380,KEVU0,40.3533,-94.9166,349,Maryville,US,MO,America/Chicago
1381,KEVW0,41.2748,-111.0346,2177,Evanston,US,WY,America/Denver
1382,KEWB0,41.6766,-70.9578,24,New Bedford / Plainville,US,MA,America/New_York
1383,KEWK0,38.0582,-97.2745,467,Newton / Country Club Mobile Home Estates,US,KS,America/Chicago
1384,KEWN0,35.073,-77.0429,6,New Bern / Circle L Mobile Home Park,US,NC,America/New_York
1385,KEXX0,35.7811,-80.3038,223,Lexington / Green Needles,US,NC,America/New_York
1386,KEYE0,39.8308,-86.2944,251,Indianapolis / Clermont,US,IN,America/Indiana/Indianapolis
1387,KEYF0,34.6018,-78.5793,40,Elizabethtown / Mount Olive,US,NC,America/New_York
1388,KEZF0,38.2662,-77.4494,26,Shannon / Sylvania Heights,US,VA,America/New_York
1389,KEZM0,32.2164,-83.1287,92,Eastman / Lowery,US,GA,America/New_York
1390,KEZS0,44.7873,-88.56,248,Shawano,US,WI,America/Chicago
1391,KEZZ0,39.7276,-94.2764,317,Cameron,US,MO,America/Chicago
1392,KF000,33.6131,-96.1793,188,Bonham / White Shed,US,TX,America/Chicago
1393,KF050,34.2257,-99.2837,386,Vernon / Hinds,US,TX,America/Chicago
1394,KF170,31.8316,-94.1564,97,Center / North Jericho,US,TX,America/Chicago
1395,KF440,32.1638,-95.8284,135,Athens / Virginia Hill,US,TX,America/Chicago
1396,KF450,26.8459,-80.2224,7,West Palm Beach / Delta,US,FL,America/New_York
1397,KF460,32.9306,-96.4355,175,Rockwall,US,TX,America/Chicago
1398,KF700,33.5742,-117.1285,412,Murrieta/Temecula / Murrieta Hot Springs (Historical),US,CA,America/Los_Angeles
1399,KFAF0,37.1325,-76.6088,3,Fort Eustis / Hoopes Landing,US,VA,America/New_York
1400,KFAM0,37.761,-90.4286,288,Farmington,US,MO,America/Chicago
1401,KFAY0,34.9912,-78.8803,58,Fayetteville / Tanglewood Estates,US,NC,America/New_York
1402,KFBL0,44.3275,-93.3107,323,Faribault,US,MN,America/Chicago
1403,KFBR0,41.3934,-110.4061,2145,Fort Bridger / Carter,US,WY,America/Denver
1404,KFCH0,36.7321,-119.8203,85,Fresno / West Park,US,CA,America/Los_Angeles
1405,KFCI0,37.4064,-77.5248,72,Richmond / Robinwood,US,VA,America/New_York
1406,KFCM0,44.8275,-93.4586,276,Minneapolis / Eden Prairie,US,MN,America/Chicago
1407,KFCT0,46.6665,-120.454,418,Yakima / Pomona Heights,US,WA,America/Los_Angeles
1408,KFDK0,39.4176,-77.3743,93,Frederick / Olacin,US,MD,America/New_York
1409,KFDR0,34.3667,-98.9833,386,Frederick,US,OK,America/Chicago
1410,KFDW0,34.3155,-81.1088,176,Winnsboro / Rion,US,SC,America/New_York
1411,KFDY0,41.012,-83.6686,248,Findlay / West Park,US,OH,America/New_York
1412,KFEP0,42.2462,-89.582,262,Freeport / South Freeport,US,IL,America/Chicago
1413,KFET0,41.4491,-96.5202,367,Fremont / Midway Trailer Court,US,NE,America/Chicago
1414,KFEW0,41.1333,-104.8672,1878,Cheyenne F E Warren / Warren Air Force Base,US,WY,America/Denver
1415,KFFA0,36.0182,-75.6713,4,Kill Devil Hills / Croatan Shores,US,NC,America/New_York
1416,KFFL0,41.0558,-91.9809,244,Fairfield / Maharishi Vedic City,US,IA,America/Chicago
1417,KFFM0,46.2844,-96.1567,361,Fergus Falls / French,US,MN,America/Chicago
1418,KFFT0,38.182,-84.9061,248,Frankfort / Choateville,US,KY,America/New_York
1419,KFFX0,43.4393,-85.9949,235,Fremont Muni / Reeman,US,MI,America/Detroit
1420,KFFZ0,33.4608,-111.7283,425,Mesa / Apache Wells,US,AZ,America/Phoenix
1421,KFGX0,38.5418,-83.7434,278,Flemingsburg / Marshall,US,KY,America/New_York
1422,KFHB0,30.6118,-81.4612,5,Fernandina Beach / Amelia Island,US,FL,America/New_York
1423,KFIG0,41.0486,-78.4131,462,Clearfield / Kerr Addition,US,PA,America/New_York
1424,KFIT0,42.5541,-71.759,106,Fitchburg / West Leominster,US,MA,America/New_York
1425,KFKA0,43.6767,-92.1797,389,Preston / Carimona,US,MN,America/Chicago
1426,KFKL0,41.3779,-79.8604,469,Franklin / Mapledale,US,PA,America/New_York
1427,KFKN0,36.6981,-76.9038,12,Franklin / Lees Mill,US,VA,America/New_York
1428,KFKR0,40.2734,-86.5622,262,Frankfort / Jefferson,US,IN,America/Indiana/Indianapolis
1429,KFLD0,43.7712,-88.4884,246,Fond Du Lac / Fond Du Lac,US,WI,America/Chicago
1430,KFLG0,35.1403,-111.6693,2138,Flagstaff / Fort Tuthill,US,AZ,America/Phoenix
1431,KFLO0,34.1854,-79.7239,45,Florence / Malibu,US,SC,America/New_York
1432,KFLP0,36.2909,-92.5903,219,Flippin,US,AR,America/Chicago
1433,KFLY0,38.9457,-104.5699,2095,Colorado Springs / Falcon,US,CO,America/Denver
1434,KFME0,39.0854,-76.7594,46,Fort Meade / Ft Meade / Portland Station (Historical),US,MD,America/New_York
1435,KFMM0,40.334,-103.8041,1392,Fort Morgan / Saddle Ridge,US,CO,America/Denver
1436,KFMN0,36.7413,-108.2299,1678,Farmington,US,NM,America/Denver
1437,KFMY0,26.5866,-81.8632,5,Fort Myers / Page Park,US,FL,America/New_York
1438,KFNB0,40.0788,-95.592,300,Falls City,US,NE,America/Chicago
1439,KFNL0,40.4518,-105.0113,1529,Fort Collins / Redmond,US,CO,America/Denver
1440,KFOA0,38.665,-88.4531,144,Flora,US,IL,America/Chicago
1441,KFOK0,40.8437,-72.6318,20,Westhampton Beach / Suffolk Pines,US,NY,America/New_York
1442,KFPK0,42.5745,-84.8114,272,Charlotte / Meadows Mobile Home Park,US,MI,America/Detroit
1443,KFPR0,27.4975,-80.3726,7,Fort Pierce / Lakewood Park,US,FL,America/New_York
1444,KFQD0,35.4282,-81.9351,328,Rutherfordton / Mount Vernon,US,NC,America/New_York
1445,KFRG0,40.7288,-73.4134,24,Farmingdale / East Farmingdale,US,NY,America/New_York
1446,KFRH0,38.5062,-86.6369,241,French Lick / Norton,US,IN,America/Indiana/Indianapolis
1447,KFRM0,43.6439,-94.4156,354,Fairmont / Fairmont Estates,US,MN,America/Chicago
1448,KFRR0,38.9175,-78.2535,214,Front Royal / Mineral Springs,US,VA,America/New_York
1449,KFSE0,47.5928,-95.7735,390,Fosston,US,MN,America/Chicago
1450,KFSO0,44.9403,-73.0975,70,Highgate / Swanton,US,VT,America/New_York
1451,KFST0,30.9153,-102.9128,918,Fort Stockton / Little Mexico Colonia,US,TX,America/Chicago
1452,KFSW0,40.6593,-91.3268,220,Fort Madison / Summit (Historical),US,IA,America/Chicago
1453,KFTG0,39.7852,-104.5431,1680,Colorado Air and Space Port,US,CO,America/Denver
1454,KFTN0,28.2086,-100.0188,236,Carrizo Springs / Rancho Cerrito Prieta,US,TX,America/Chicago
1455,KFTY0,33.7791,-84.5214,256,Atlanta / Carroll Heights,US,GA,America/New_York
1456,KFUL0,33.872,-117.9798,29,Fullerton / Fuller Park,US,CA,America/Los_Angeles
1457,KFVE0,47.2855,-68.3127,301,Frenchville / Saint Agatha,US,ME,America/New_York
1458,KFVX0,37.3575,-78.4378,127,Farmville / Reeds,US,VA,America/New_York
1459,KFWB0,36.6985,-93.4022,411,Branson West,US,MO,America/Chicago
1460,KFWC0,38.3786,-88.4127,132,Fairfield / Boyleston,US,IL,America/Chicago
1461,KFWS0,32.5652,-97.3081,213,Fort Worth / Oak Grove,US,TX,America/Chicago
1462,KFWZ0,42.5167,-108.7833,2588,South Pass / Atlantic City,US,WY,America/Denver
1463,KFXE0,26.1973,-80.1707,4,Fort Lauderdale / Twin Lakes (Historical),US,FL,America/New_York
1464,KFXY0,43.2348,-93.6241,375,Forest City,US,IA,America/Chicago
1465,KFYE0,35.2077,-89.3945,133,Somerville / Powers,US,TN,America/Chicago
1466,KFYG0,38.5876,-90.9938,149,Washington / Dutzow,US,MO,America/Chicago
1467,KFYJ0,37.5214,-76.7627,6,West Point / Brookeshire,US,VA,America/New_York
1468,KFYV0,36.0051,-94.1701,382,Fayetteville / Greenland,US,AR,America/Chicago
1469,KFZG0,31.6839,-83.2709,111,Fitzgerald,US,GA,America/New_York
1470,KFZY0,43.3508,-76.3881,145,Fulton / Volney,US,NY,America/New_York
1471,KGAD0,33.9726,-86.0891,173,Gadsden / Siberton,US,AL,America/Chicago
1472,KGAO0,29.4411,-90.2611,0,Galliano / J And K Mobile Park,US,LA,America/Chicago
1473,KGBD0,38.3443,-98.8592,575,Great Bend / Anchorway,US,KS,America/Chicago
1474,KGCD0,44.4029,-118.9679,1129,John Day,US,OR,America/Los_Angeles
1475,KGCK0,37.9275,-100.7244,881,Garden City / Mansfield,US,KS,America/Chicago
1476,KGCM0,36.2927,-95.4796,223,Claremore / Harmony Star,US,OK,America/Chicago
1477,KGCY0,36.193,-82.8151,490,Greeneville / Bradburn Hill,US,TN,America/New_York
1478,KGDB0,44.7533,-95.556,319,Granite Falls / Lorne,US,MN,America/Chicago
1479,KGDJ0,32.4444,-97.8169,237,Granbury,US,TX,America/Chicago
1480,KGDV0,47.1387,-104.8072,749,Glendive / Landtsheim (Historical),US,MT,America/Denver
1481,KGED0,38.6879,-75.3583,16,Georgetown / Rogers Development,US,DE,America/New_York
1482,KGEU0,33.5269,-112.2951,326,Glendale / Country Greens At Villa De Paz,US,AZ,America/Phoenix
1483,KGEV0,36.4324,-81.4197,969,Jefferson / Nathans Creek,US,NC,America/New_York
1484,KGEZ0,39.5831,-85.8048,245,Shelbyville / Candleglo Village,US,IN,America/Indiana/Indianapolis
1485,KGFA0,47.5047,-111.1873,1058,Great Falls / Malmstrom Air Force Base,US,MT,America/Denver
1486,KGGE0,33.3114,-79.3203,12,Georgetown / White Hall Estates,US,SC,America/New_York
1487,KGGI0,41.7099,-92.736,307,Grinnel / Westfield,US,IA,America/Chicago
1488,KGGP0,40.7113,-86.3727,225,Logansport,US,IN,America/Indiana/Indianapolis
1489,KGHG0,42.0983,-70.6721,3,Marshfield Municipal Airport / Fieldston,US,MA,America/New_York
1490,KGHW0,45.6439,-95.3204,425,Glenwood / Pine Hill Park,US,MN,America/Chicago
1491,KGIC0,45.9426,-116.1234,1010,Grangeville,US,ID,America/Los_Angeles
1492,KGKJ0,41.6265,-80.2147,426,Meadville / Onspaugh Corners,US,PA,America/New_York
1493,KGKT0,35.8578,-83.5287,309,Sevierville / Cherokee Hills,US,TN,America/New_York
1494,KGKY0,32.6639,-97.0943,191,Arlington / Southland Acres,US,TX,America/Chicago
1495,KGLE0,33.6522,-97.1973,258,Gainesville / Lindsay,US,TX,America/Chicago
1496,KGLR0,45.0136,-84.7036,405,Gaylord / Nottingham Forest Mobile Home Park,US,MI,America/Detroit
1497,KGLW0,37.0318,-85.9537,218,Glasgow / Oil City,US,KY,America/Chicago
1498,KGLY0,38.3566,-93.6842,251,Clinton / Alberta,US,MO,America/Chicago
1499,KGMJ0,36.6068,-94.7386,253,Grove,US,OK,America/Chicago
1500,KGMU0,34.8479,-82.35,319,Greenville / Woods (Historical),US,SC,America/New_York
1501,KGNA0,47.7472,-90.3444,186,Grand Marais,US,MN,America/Chicago
1502,KGNB0,40.09,-105.9165,2502,Granby,US,CO,America/Denver
1503,KGNC0,32.6833,-102.6667,1024,Seminole,US,TX,America/Chicago
1504,KGNT0,35.1673,-107.9021,1993,Grants-Milan,US,NM,America/Denver
1505,KGOK0,35.8513,-97.4161,326,Guthrie,US,OK,America/Chicago
1506,KGON0,41.3301,-72.0451,3,Groton / Midway,US,CT,America/New_York
1507,KGOO0,39.224,-121.0031,961,Grass Valley / Forest Knolls,US,CA,America/Los_Angeles
1508,KGOP0,31.4213,-97.797,276,Gatesville,US,TX,America/Chicago
1509,KGOV0,44.6803,-84.7289,353,Grayling,US,MI,America/Detroit
1510,KGPH0,39.3325,-94.3096,237,Mosby,US,MO,America/Chicago
1511,KGPM0,32.6988,-97.0469,179,Grand Prairie / Florence Hill,US,TX,America/Chicago
1512,KGPZ0,47.2093,-93.5099,413,Grand Rapids / Country Acres Mobile Home Park,US,MN,America/Chicago
1513,KGRD0,34.2487,-82.1591,192,Greenwood / Windtree,US,SC,America/New_York
1514,KGRK0,31.0673,-97.8289,309,Killeen / Fort Hood / Montague Village,US,TX,America/Chicago
1515,KGRN0,42.806,-102.1753,1086,Gordon / Clark Trailer Court,US,NE,America/Denver
1516,KGSB0,35.3394,-77.9606,33,Goldsboro / Sandy Springs,US,NC,America/New_York
1517,KGSH0,41.5263,-85.7942,252,Goshen / Bainter Town,US,IN,America/Indiana/Indianapolis
1518,KGTR0,33.4503,-88.5914,81,Columbus / Billups,US,MS,America/Chicago
1519,KGTU0,30.6788,-97.6794,241,Georgetown / Serenada,US,TX,America/Chicago
1520,KGUC0,38.5339,-106.933,2341,Gunnison,US,CO,America/Denver
1521,KGUP0,35.5111,-108.7893,1973,Gallup / Allison,US,NM,America/Denver
1522,KGUS0,40.6481,-86.1521,248,Bunker Hill / Grissom Air Force Base,US,IN,America/Indiana/Indianapolis
1523,KGUY0,36.6851,-101.5078,953,Guymon,US,OK,America/Chicago
1524,KGVE0,38.156,-78.1658,138,Gordonsville,US,VA,America/New_York
1525,KGVL0,34.2726,-83.8302,389,Gainesville / Westside,US,GA,America/New_York
1526,KGVQ0,43.0318,-78.1697,279,Buffalo / Daws,US,NY,America/New_York
1527,KGVT0,33.0678,-96.0653,163,Greenville / Center Point,US,TX,America/Chicago
1528,KGVW0,38.8442,-94.5603,0,Kansas City,US,MO,America/Chicago
1529,KGWB0,41.3072,-85.0644,268,Auburn / Saint Johns,US,IN,America/Indiana/Indianapolis
1530,KGWO0,33.4943,-90.0847,49,Greenwood / Valley Hill,US,MS,America/Chicago
1531,KGWR0,46.2187,-97.6435,386,Gwinner,US,ND,America/Chicago
1532,KGXA0,34.5666,-117.6704,923,Palmdale / El Mirage,US,CA,America/Los_Angeles
1533,KGXF0,32.8875,-112.7199,269,Gila Bend,US,AZ,America/Phoenix
1534,KGXY0,40.4374,-104.6332,1432,Greeley / Cloverly,US,CO,America/Denver
1535,KGYB0,30.1693,-96.98,148,Giddings,US,TX,America/Chicago
1536,KGYH0,34.7583,-82.3764,291,Greenville / Holly Springs,US,SC,America/New_York
1537,KGYI0,33.7141,-96.6737,228,Sherman / Pottsboro,US,TX,America/Chicago
1538,KGYL0,44.756,-94.0812,303,Glencoe / Plato,US,MN,America/Chicago
1539,KGYR0,33.4237,-112.3745,296,Phoenix / Litchfield Junction,US,AZ,America/Phoenix
1540,KGYY0,41.6163,-87.4128,180,Gary / Clarke Junction,US,IN,America/Chicago
1541,KGZH0,31.4158,-87.0441,79,Evergreen / Fairview,US,AL,America/Chicago
1542,KGZL0,35.2891,-95.0939,183,Stigler,US,OK,America/Chicago
1543,KGZS0,35.1537,-87.0568,210,Pulaski / Green Field,US,TN,America/Chicago
1544,KH210,37.974,-92.6912,323,Camdenton / Hugo,US,MO,America/Chicago
1545,KH710,36.2254,-95.3301,190,Pryor / Lusta,US,OK,America/Chicago
1546,KHAE0,39.7252,-91.4439,234,Hannibal / Uva,US,MO,America/Chicago
1547,KHAI0,41.9597,-85.5934,251,Three Rivers / Meadow Lane Village Mobile Home Park,US,MI,America/Detroit
1548,KHAO0,39.3638,-84.5219,193,Hamilton / Athlone (Historical),US,OH,America/New_York
1549,KHBB0,32.77,-103.22,1128,Hobbs / Air Base City,US,NM,America/Denver
1550,KHBI0,35.6545,-79.8948,204,Asheboro / Cedar Grove,US,NC,America/New_York
1551,KHBR0,34.9913,-99.0514,476,Hobart / Babbs,US,OK,America/Chicago
1552,KHBV0,27.3496,-98.7369,202,Hebbronville / Las Lomitas B Colonia,US,TX,America/Chicago
1553,KHCD0,44.8599,-94.3825,324,Hutchinson / Heatwole,US,MN,America/Chicago
1554,KHDC0,30.5217,-90.4184,14,Hammond / Tallow Wood,US,LA,America/Chicago
1555,KHDE0,40.4521,-99.3365,705,Holdrege / Dewaynes Trailer Court,US,NE,America/Chicago
1556,KHDN0,40.4812,-107.2177,2014,Hayden,US,CO,America/Denver
1557,KHDO0,29.3597,-99.1767,284,Hondo,US,TX,America/Chicago
1558,KHEF0,38.7214,-77.5154,59,Manassas / Bristow,US,VA,America/New_York
1559,KHEG0,30.2778,-81.8059,26,Jacksonville / Normandy Estates Mobile Home Community,US,FL,America/New_York
1560,KHEI0,46.0149,-102.656,825,Hettinger,US,ND,America/Denver
1561,KHEQ0,40.5694,-102.2727,1137,Holyoke,US,CO,America/Denver
1562,KHEZ0,31.6137,-91.2973,83,Natchez / Selma,US,MS,America/Chicago
1563,KHFD0,41.7367,-72.6494,6,Hartford / Colonial Mobile Home Park,US,CT,America/New_York
1564,KHFF0,35.0367,-79.4974,115,Hoffman,US,NC,America/New_York
1565,KHFJ0,36.9062,-94.0128,400,Monett / Yonkerville,US,MO,America/Chicago
1566,KHFY0,39.6276,-86.088,251,Indianapolis / Greenwood,US,IN,America/Indiana/Indianapolis
1567,KHGR0,39.7085,-77.7265,214,Hagerstown / Fortney Mobile Home Park,US,MD,America/New_York
1568,KHHF0,35.8951,-100.4039,730,Canadian,US,TX,America/Chicago
1569,KHHG0,40.8529,-85.4571,246,Huntington / Simpson,US,IN,America/Indiana/Indianapolis
1570,KHHR0,33.9228,-118.3352,20,Hawthorne / Cypave,US,CA,America/Los_Angeles
1571,KHHW0,34.0348,-95.5419,174,Hugo,US,OK,America/Chicago
1572,KHIB0,47.3866,-92.839,413,Hibbing-Chisholm / Wilpen,US,MN,America/Chicago
1573,KHIE0,44.3676,-71.5445,327,Whitefield / Hazens,US,NH,America/New_York
1574,KHII0,34.5711,-114.3583,239,Lake Havasu / Desert Hills,US,AZ,America/Phoenix
1575,KHJH0,40.1523,-97.587,448,Hebron,US,NE,America/Chicago
1576,KHJO0,36.3167,-119.6277,73,Hanford / Shell,US,CA,America/Los_Angeles
1577,KHKA0,35.9404,-89.8308,78,Blytheville / Burton,US,AR,America/Chicago
1578,KHLB0,39.3445,-85.2583,297,Batesville / Enochsburg,US,IN,America/Indiana/Indianapolis
1579,KHLC0,39.3802,-99.8315,682,Hill City,US,KS,America/Chicago
1580,KHLX0,36.7661,-80.8236,821,Hillsville / Five Forks,US,VA,America/New_York
1581,KHMT0,33.734,-117.0225,461,Hemet / Egan,US,CA,America/Los_Angeles
1582,KHMZ0,40.0861,-78.5135,354,Bedford / Belden,US,PA,America/New_York
1583,KHNB0,38.249,-86.9537,161,Huntingburg / Johnsburg,US,IN,America/Indiana/Vincennes
1584,KHND0,35.9729,-115.1344,760,Las Vegas / Sloan,US,NV,America/Los_Angeles
1585,KHNR0,41.5844,-95.3397,375,Harlan / Corley,US,IA,America/Chicago
1586,KHNZ0,36.3616,-78.5292,160,Oxford / Huntsboro,US,NC,America/New_York
1587,KHOB0,32.6875,-103.217,1116,Hobbs,US,NM,America/Denver
1588,KHOE0,31.0559,-82.7741,57,Homerville,US,GA,America/New_York
1589,KHOT0,34.478,-93.0962,165,Hot Springs / Rockwell,US,AR,America/Chicago
1590,KHPN0,41.0669,-73.7076,134,White Plains / Sarosca Farm Estates,US,NY,America/New_York
1591,KHPT0,42.7237,-93.2263,358,Hampton,US,IA,America/Chicago
1592,KHQG0,37.1631,-101.3705,955,Hugoton,US,KS,America/Chicago
1593,KHQU0,33.5297,-82.517,153,Thomson / Three Points,US,GA,America/New_York
1594,KHQZ0,32.747,-96.5304,136,Mesquite / Markout,US,TX,America/Chicago
1595,KHRI0,45.8282,-119.2592,196,Hermiston Municipal Airport,US,OR,America/Los_Angeles
1596,KHRJ0,35.3802,-78.7322,62,Erwin / Buies Creek,US,NC,America/New_York
1597,KHRL0,26.2285,-97.6544,11,Harlingen / Santa Elena Colonia,US,TX,America/Chicago
1598,KHRX0,34.8607,-102.3259,1155,Hereford / Joel,US,TX,America/Chicago
1599,KHSA0,30.3678,-89.4546,7,Bay St Louis / Kiln,US,MS,America/Chicago
1600,KHSB0,37.8113,-88.5503,121,Harrisburg / Raleigh,US,IL,America/Chicago
1601,KHSD0,35.6018,-97.7062,364,Oklahoma City / Piedmont,US,OK,America/Chicago
1602,KHSE0,35.2328,-75.6178,5,Hatteras / Frisco,US,NC,America/New_York
1603,KHSI0,40.6052,-98.4279,598,Hastings / Ingleside,US,NE,America/Chicago
1604,KHSP0,37.9514,-79.8339,1156,Hot Springs / Healing Springs,US,VA,America/New_York
1605,KHTH0,38.5444,-118.6343,1289,Hawthorne / Babbitt,US,NV,America/Los_Angeles
1606,KHTO0,40.9594,-72.2517,17,Easthampton / Midhampton,US,NY,America/New_York
1607,KHUM0,29.5665,-90.6604,3,Houma / Presquille,US,LA,America/Chicago
1608,KHUT0,38.0655,-97.8606,470,Hutchinson / Obeeville,US,KS,America/Chicago
1609,KHVE0,38.418,-110.704,1355,Hanksville,US,UT,America/Denver
1610,KHVN0,41.2638,-72.8868,4,New Haven / Morris Cove,US,CT,America/New_York
1611,KHVS0,34.4031,-80.1192,111,Hartsville / Glendale Acres,US,SC,America/New_York
1612,KHWO0,26.0012,-80.2407,2,Hollywood / Pembroke Pines,US,FL,America/New_York
1613,KHWV0,40.8219,-72.8669,25,Shirley,US,NY,America/New_York
1614,KHWY0,38.5863,-77.7106,102,Warrenton / Midland,US,VA,America/New_York
1615,KHXD0,32.2244,-80.6975,6,Savannah / Palmetto Hall Plantation,US,SC,America/New_York
1616,KHYA0,41.6693,-70.2804,17,Hyannis,US,MA,America/New_York
1617,KHYI0,29.8927,-97.863,181,San Marcos / Reedville,US,TX,America/Chicago
1618,KHYR0,46.0253,-91.4442,371,Hayward,US,WI,America/Chicago
1619,KHYS0,38.8422,-99.2732,609,Hays / Buffalo Hills Mobile Home Park,US,KS,America/Chicago
1620,KHYW0,33.8285,-79.1222,11,Conway / Cedar Grove,US,SC,America/New_York
1621,KHYX0,43.4334,-83.8623,183,Saginaw / Robin Glen Mobile Home Community,US,MI,America/Detroit
1622,KHZD0,36.0893,-88.4633,152,Huntingdon / Fairview,US,TN,America/Chicago
1623,KHZE0,47.2899,-101.581,553,Hazen,US,ND,America/Denver
1624,KHZL0,40.9868,-75.9949,489,Hazleton / Hollywood,US,PA,America/New_York
1625,KHZR0,30.7183,-91.4787,12,New Roads / Brooks,US,LA,America/Chicago
1626,KHZX0,46.6188,-93.3098,374,McGregor,US,MN,America/Chicago
1627,KHZY0,41.778,-80.6955,282,Ashtabula / Bulah,US,OH,America/New_York
1628,KI190,39.691,-83.992,289,Dayton / Trebein,US,OH,America/New_York
1629,KI230,39.5704,-83.4205,299,Washington Court House / Washington Oaks,US,OH,America/New_York
1630,KI350,36.8593,-83.3585,473,Harlan / Loyall,US,KY,America/New_York
1631,KI36S,42.88,-79.25,175,Port Colborne,CA,ON,America/Toronto
1632,KI390,37.6308,-84.3323,305,Richmond / Whites,US,KY,America/New_York
1633,KI430,38.9814,-82.5779,221,Jackson / Keystone,US,OH,America/New_York
1634,KI630,39.9854,-90.8041,224,Mount Sterling,US,IL,America/Chicago
1635,KI670,39.2589,-84.7743,178,Harrison / Simonsons (Historical),US,OH,America/New_York
1636,KI680,39.4622,-84.2518,274,Lebanon / Greentree Corners,US,OH,America/New_York
1637,KI690,39.0784,-84.2102,257,Batavia / Olive Branch,US,OH,America/New_York
1638,KI6JV,34.1294,-109.3109,2150,Springerville Municipal Airport,US,AZ,America/Phoenix
1639,KI740,40.1326,-83.7535,326,Urbana / McKeever Mobile Home Park,US,OH,America/New_York
1640,KI750,41.0522,-93.6897,340,Osceola,US,IA,America/Chicago
1641,KIAG0,43.1073,-78.9462,180,Niagara Falls / Walmore,US,NY,America/New_York
1642,KIBM0,41.1881,-103.6774,1502,Kimball,US,NE,America/Denver
1643,KICL0,40.7222,-95.0266,303,Clarinda,US,IA,America/Chicago
1644,KICR0,43.3903,-99.8422,620,Winner,US,SD,America/Chicago
1645,KIDA0,43.5137,-112.0708,1446,Idaho Falls / Orvin,US,ID,America/Boise
1646,KIDI0,40.6322,-79.1055,428,Indiana / Bryan Hill Manor,US,PA,America/New_York
1647,KIDP0,37.1584,-95.7784,252,Independence / Blake,US,KS,America/Chicago
1648,KIEN0,43.0225,-102.511,1016,Pine Ridge,US,SD,America/Denver
1649,KIER0,31.7357,-93.0991,37,Natchitoches / East Natchitoches,US,LA,America/Chicago
1650,KIFA0,42.4708,-93.27,347,Iowa Falls / Racine,US,IA,America/Chicago
1651,KIFP0,35.156,-114.5594,214,Bullhead City,US,AZ,America/Phoenix
1652,KIGQ0,41.5349,-87.5295,189,Chicago / Lynwood,US,IL,America/Chicago
1653,KIIB0,42.4569,-91.9477,298,Independence / Pine Ridge Mobile Home Court,US,IA,America/Chicago
1654,KIIY0,33.7794,-82.8158,197,Washington / Brickhouse,US,GA,America/New_York
1655,KIJD0,41.744,-72.1802,75,Willimantic / Mansfield Hollow,US,CT,America/New_York
1656,KIJX0,39.7746,-90.2383,190,Jacksonville / Savage (Historical),US,IL,America/Chicago
1657,KIKG0,27.5509,-98.0309,40,Kingsville / Ella,US,TX,America/Chicago
1658,KIKK0,41.0714,-87.8463,192,Kankakee / Aroma Park,US,IL,America/Chicago
1659,KIKV0,41.6911,-93.5665,277,Ankeny / Oakwood Heights Mobile Home Park,US,IA,America/Chicago
1660,KIKW0,43.6629,-84.2613,194,Midland / Alpine Mobile Home Village,US,MI,America/Detroit
1661,KILE0,31.0858,-97.6865,259,Killeen / Lone Star,US,TX,America/Chicago
1662,KIML0,40.5103,-101.6201,999,Imperial / Carmans Mobile Park,US,NE,America/Denver
1663,KIMM0,26.4338,-81.4014,11,Immokalee,US,FL,America/New_York
1664,KIMS0,38.7599,-85.4647,250,Madison / Antioch Grange,US,IN,America/Indiana/Indianapolis
1665,KIMT0,45.8184,-88.1146,360,Iron Mountain,US,MI,America/Menominee
1666,KINF0,28.8036,-82.3183,20,Inverness / Inverness Highlands South,US,FL,America/New_York
1667,KINJ0,32.0836,-97.0973,209,Hillsboro / Carls Corner,US,TX,America/Chicago
1668,KINK0,31.7798,-103.2017,860,Wink,US,TX,America/Chicago
1669,KIOB0,38.0581,-83.9796,311,Mount Sterling / Reid Village,US,KY,America/New_York
1670,KIOW0,41.6398,-91.5481,204,Iowa City / Baculis Mobile Home Park,US,IA,America/Chicago
1671,KIPJ0,35.4833,-81.1612,267,Lincolnton / Goodsonville,US,NC,America/New_York
1672,KIPL0,32.8342,-115.5787,-16,Imperial,US,CA,America/Los_Angeles
1673,KIRK0,40.0935,-92.5449,294,Kirksville / Millard,US,MO,America/Chicago
1674,KIRS0,41.8133,-85.4389,282,Sturgis,US,MI,America/Detroit
1675,KISM0,28.2898,-81.4371,25,Orlando / Country Life Family Mobile Home Park,US,FL,America/New_York
1676,KISO0,35.3314,-77.6088,28,Kinston / Mewborns Crossroads,US,NC,America/New_York
1677,KISQ0,45.9746,-86.1718,209,Manistique,US,MI,America/Detroit
1678,KISW0,44.3603,-89.839,311,Wisconsin Rapids / Port Edwards,US,WI,America/Chicago
1679,KITH0,42.4914,-76.4587,335,Ithaca / Lansing,US,NY,America/New_York
1680,KITR0,39.2425,-102.2854,1286,Burlington / West Burlington,US,CO,America/Denver
1681,KIWA0,33.3078,-111.6555,421,Chandler / Germann,US,AZ,America/Phoenix
1682,KIWD0,46.5275,-90.1314,375,Ironwood / Hautala Corner,US,MI,America/Menominee
1683,KIWI0,43.9614,-69.7126,21,Wiscasset Airport / Montsweag,US,ME,America/New_York
1684,KIWS0,29.8182,-95.6726,34,Houston / Wood Fern,US,TX,America/Chicago
